household_id,address
233,"STAVANGER, Tjensvollveien 7.0"
234,"SANDNES, Seldalveien 55.0"
235,"STAVANGER, Oscar Omdals gate 14.0"
236,"STAVANGER, Døhringsbakken 7.0"
237,"SANDNES, Fiolveien 3.0"
238,"STAVANGER, Muslingveien 5.0"
239,"SANDNES, Valldalhagen 40.0"
240,"SANDNES, Bjørkeveien 5.0"
241,"STAVANGER, Bukken Bruseveien 8.0"
242,"STAVANGER, Storhaugveien 11.0"
243,"STAVANGER, Løvdahls gate 26.0"
244,"SANDNES, Sandvedbøen 144.0"
245,"STAVANGER, Rektor Berntsens gate 11.0"
246,"STAVANGER, Vestre Fognavegen 35.0"
247,"SANDNES, Borgveien 4.0"
248,"SANDNES, Asperholen 1.0"
249,"SANDNES, Nygårdsgata 17.0"
250,"STAVANGER, Kong Haralds gate 29.0"
251,"SANDNES, Sygnaveien 40.0"
252,"STAVANGER, Boganessletta 66.0"
253,"STAVANGER, Folke Bernadottes vei 14.0"
254,"SANDNES, Eidsvollgata 7.0"
255,"STAVANGER, Nedstrandsgata 89.0"
256,"STAVANGER, Tostenhagen 21.0"
257,"STAVANGER, Osebergstien 20.0"
258,"SANDNES, Olav Kyrres gate 8.0"
259,"STAVANGER, Lundsvågen 7.0"
260,"STAVANGER, Storåkerveien 71.0"
261,"STAVANGER, Ragbakken 20.0"
262,"SANDNES, Haualandhagen 15.0"
263,"SANDNES, Breivikbakken 10.0"
264,"STAVANGER, Østbrauta 1.0"
265,"SANDNES, Erling Skjalgsons gate 2.0"
266,"STAVANGER, Kringkasterveien 11.0"
267,"SANDNES, Melsheiveien 111.0"
268,"STAVANGER, Kvitevikvegen 16.0"
269,"STAVANGER, Norvald Frafjords gate 1.0"
270,"STAVANGER, Grensegata 5.0"
271,"STAVANGER, Sagafjords vei 248.0"
272,"SANDNES, Skrubbholen 52.0"
273,"SANDNES, Olabakken 25.0"
274,"STAVANGER, Erika Nissens vei 4.0"
275,"STAVANGER, Hamarøykroken 22.0"
276,"SANDNES, Tyttebærstien 25.0"
277,"SANDNES, Ringen 18.0"
278,"STAVANGER, Åkragata 12.0"
279,"STAVANGER, Ankerplassen 14.0"
280,"SANDNES, Kløverveien 30.0"
281,"SANDNES, Songesandsvegen 1273.0"
282,"SANDNES, Eidsvollgata 48.0"
283,"STAVANGER, Snorres gate 46.0"
284,"SANDNES, Strandgata 145.0"
285,"STAVANGER, Rasmus Risas gate 7.0"
286,"STAVANGER, Dyretråkket 46.0"
287,"SANDNES, Holbergs gate 20.0"
288,"SANDNES, Kjeldehagen 25.0"
289,"STAVANGER, Robert Scotts gate 63.0"
290,"STAVANGER, Vestre Fognavegen 273.0"
291,"STAVANGER, Laberget 114.0"
292,"STAVANGER, Traktbegerveien 9.0"
293,"STAVANGER, Pedersgata 109.0"
294,"SANDNES, Skrubbholen 26.0"
295,"STAVANGER, Austtunveien 12.0"
296,"STAVANGER, Storden 16.0"
297,"STAVANGER, Glassbegerveien 96.0"
298,"SANDNES, Tårnfalkveien 49.0"
299,"SANDNES, Monsamyrveien 3.0"
300,"STAVANGER, Østabøringen 19.0"
301,"STAVANGER, Hertervigs plass 15.0"
302,"SANDNES, Holbergs gate 18.0"
303,"STAVANGER, Consul S. Bergesens v. 114.0"
304,"SANDNES, Selvikveien 182.0"
305,"SANDNES, Bronsekarveien 42.0"
306,"STAVANGER, Søregata 9.0"
307,"SANDNES, Turkisveien 18.0"
308,"STAVANGER, Oldfunnveien 6.0"
309,"SANDNES, Helmikhagen 9.0"
310,"STAVANGER, Kaptein Mejlænders gate 19.0"
311,"STAVANGER, Stokkaveien 19.0"
312,"STAVANGER, Nedre Vågen 35.0"
313,"STAVANGER, Solsletteveien 8.0"
314,"STAVANGER, Nymansveien 105.0"
315,"STAVANGER, Sørstrandveien 17.0"
316,"STAVANGER, Revheimsslåttå 63.0"
317,"STAVANGER, Sjernarøyvegen 275.0"
318,"SANDNES, Gravarstunet 38.0"
319,"STAVANGER, Overlege Cappelens gate 29.0"
320,"STAVANGER, Solsletteveien 17.0"
321,"STAVANGER, Lervigsveien 37.0"
322,"STAVANGER, Boganesgeilen 1.0"
323,"STAVANGER, Solliveien 9.0"
324,"STAVANGER, Lervigbrygga 317.0"
325,"STAVANGER, Morgedalsveien 10.0"
326,"STAVANGER, Fjeldehagen 40.0"
327,"SANDNES, Ankerveien 4.0"
328,"STAVANGER, Fylkeslege Ebbells gate 1.0"
329,"STAVANGER, Nedre Holmegate 9.0"
330,"STAVANGER, Grasholmstubben 1.0"
331,"STAVANGER, Hasseløyveien 16.0"
332,"STAVANGER, Tvarabergkroken 29.0"
333,"STAVANGER, Norheimssvingen 7.0"
334,"SANDNES, Gustav Vigelands gate 42.0"
335,"STAVANGER, Holmastø 10.0"
336,"STAVANGER, Bjørn Farmanns gate 27.0"
337,"SANDNES, Bersagelveien 236.0"
338,"STAVANGER, Svanholmen 3.0"
339,"STAVANGER, Helgøysundvegen 39.0"
340,"STAVANGER, Engveien 5.0"
341,"SANDNES, Sandvedbøen 134.0"
342,"STAVANGER, Olsokhagen 12.0"
343,"STAVANGER, Sandalsloen 1.0"
344,"STAVANGER, Grågåsveien 3.0"
345,"STAVANGER, Jan Johnsens gate 6.0"
346,"SANDNES, Bjørkeveien 8.0"
347,"SANDNES, Bergliots vei 10.0"
348,"STAVANGER, Granlibakken 24.0"
349,"STAVANGER, Sverdrups gate 9.0"
350,"STAVANGER, Kvitevikvegen 460.0"
351,"STAVANGER, Brislingveien 48.0"
352,"STAVANGER, Polarveien 3.0"
353,"STAVANGER, Dues vei 11.0"
354,"SANDNES, Prost Ottesens vei 13.0"
355,"SANDNES, Høvdingtunet 5.0"
356,"STAVANGER, Vålandsbakken 13.0"
357,"STAVANGER, Ragbakken 2.0"
358,"STAVANGER, Bergelandsgata 24.0"
359,"SANDNES, Åsveien 159.0"
360,"STAVANGER, Krosshaughagen 18.0"
361,"SANDNES, Høgevollsveien 66.0"
362,"SANDNES, Lundadalen 1.0"
363,"STAVANGER, Verven 18.0"
364,"STAVANGER, Grashaugveien 4.0"
365,"SANDNES, Dvergstien 4.0"
366,"STAVANGER, Randabergveien 46.0"
367,"STAVANGER, Christian Skredsvigs vei 23.0"
368,"STAVANGER, Osebergveien 13.0"
369,"STAVANGER, Jernalderveien 51.0"
370,"STAVANGER, Digranesveien 13.0"
371,"SANDNES, Lutsiveien 67.0"
372,"SANDNES, Vestregata 23.0"
373,"STAVANGER, Sandeidgata 24.0"
374,"STAVANGER, Haugesundsgata 7.0"
375,"STAVANGER, Rennebergstien 19.0"
376,"SANDNES, Vedafjellveien 7.0"
377,"STAVANGER, Rytterfaret 23.0"
378,"STAVANGER, Kvernhusveien 13.0"
379,"STAVANGER, Vaisenhusgata 7.0"
380,"SANDNES, Rossåsbakken 6.0"
381,"STAVANGER, Kaptein Langes gate 44.0"
382,"STAVANGER, Stareveien 11.0"
383,"STAVANGER, Rytterfaret 17.0"
384,"STAVANGER, Tjensvolltorget 22.0"
385,"STAVANGER, Kong Haralds gate 63.0"
386,"STAVANGER, Nordhusmarka 40.0"
387,"STAVANGER, Isfuglveien 9.0"
388,"STAVANGER, Maiblomtunet 16.0"
389,"SANDNES, Skeibakken 39.0"
390,"STAVANGER, Madlastokken 3.0"
391,"STAVANGER, Adjunkt Hauglands gate 20.0"
392,"SANDNES, Austråttveien 46.0"
393,"SANDNES, Karen Grude Kohts plass 3.0"
394,"STAVANGER, Grytings gate 15.0"
395,"STAVANGER, Bjergsted Terrasse 4.0"
396,"STAVANGER, Dues vei 40.0"
397,"SANDNES, Grønnevikveien 57.0"
398,"STAVANGER, Øvre Strandgate 111.0"
399,"SANDNES, Øykjabakken 34.0"
400,"STAVANGER, Markaholen 4.0"
401,"STAVANGER, Vassåsveien 2.0"
402,"SANDNES, Liljeveien 6.0"
403,"SANDNES, Daleveien 6.0"
404,"STAVANGER, Svaneveien 46.0"
405,"SANDNES, Draugveien 147.0"
406,"STAVANGER, Kleivane 35.0"
407,"SANDNES, Veslefrikkveien 33.0"
408,"STAVANGER, Gamle Rytterstien 16.0"
409,"STAVANGER, Nygårdsbakken 22.0"
410,"SANDNES, Bronsekarveien 19.0"
411,"STAVANGER, Sørflåtveien 82.0"
412,"STAVANGER, Wilhelm Sundts vei 4.0"
413,"STAVANGER, Tjensvolltorget 28.0"
414,"SANDNES, Brattholen 2.0"
415,"STAVANGER, Hognes gate 52.0"
416,"STAVANGER, Gjerdehagen 56.0"
417,"SANDNES, Lauvåsvågen 36.0"
418,"STAVANGER, Gjerdebakken 34.0"
419,"SANDNES, Gravarsbråtet 62.0"
420,"STAVANGER, Haugåsstubben 1.0"
421,"STAVANGER, Boktrykker Dreyers gate 23.0"
422,"SANDNES, John Tanke Svilands vei 10.0"
423,"STAVANGER, Mjughaug Terrasse 10.0"
424,"STAVANGER, Ragbakken 2.0"
425,"SANDNES, Kristines vei 5.0"
426,"STAVANGER, Stokkaveien 60.0"
427,"STAVANGER, Stokkaveien 61.0"
428,"SANDNES, Gamleveien 4.0"
429,"STAVANGER, Vølstadveien 47.0"
430,"SANDNES, Turkisveien 24.0"
431,"STAVANGER, Rustabakken 41.0"
432,"STAVANGER, Fjeldehagen 66.0"
433,"STAVANGER, Aubehagen 12.0"
434,"SANDNES, Apalstøveien 68.0"
435,"SANDNES, Gitleveien 10.0"
436,"STAVANGER, Ryfylkegata 27.0"
437,"SANDNES, Hovemarka 150.0"
438,"SANDNES, St. Olavs gate 2.0"
439,"STAVANGER, Brattliveien 43.0"
440,"STAVANGER, Sletten 47.0"
441,"STAVANGER, Lervigbrygga 140.0"
442,"STAVANGER, Tinngata 42.0"
443,"STAVANGER, Sara Berges gate 35.0"
444,"SANDNES, Åsveien 121.0"
445,"STAVANGER, Husabøåkeren 62.0"
446,"SANDNES, Adjutantveien 4.0"
447,"STAVANGER, Grønndalsveien 2.0"
448,"SANDNES, Storåveien 33.0"
449,"SANDNES, Breivikveien 73.0"
450,"SANDNES, Kleppavegen 198.0"
451,"SANDNES, Blåbærstien 2.0"
452,"SANDNES, Olsokveien 36.0"
453,"SANDNES, Rindahagen 3.0"
454,"STAVANGER, Gjerdebakken 42.0"
455,"SANDNES, Tømmerveien 2.0"
456,"SANDNES, Jønningshagen 2.0"
457,"SANDNES, Jonashagen 4.0"
458,"SANDNES, Rogneveien 5.0"
459,"SANDNES, Midtvollen 6.0"
460,"STAVANGER, Donevikveien 3.0"
461,"SANDNES, Brattholen 4.0"
462,"SANDNES, Postveien 140.0"
463,"SANDNES, Lundegeilen 52.0"
464,"STAVANGER, Nedre Holmegate 9.0"
465,"STAVANGER, Valheimveien 23.0"
466,"STAVANGER, Malthaugstubben 2.0"
467,"STAVANGER, Ishockeyveien 2.0"
468,"STAVANGER, Sletten 9.0"
469,"STAVANGER, Misjonsmarka 7.0"
470,"STAVANGER, Vei 4317 90.0"
471,"STAVANGER, Dalåkerveien 42.0"
472,"SANDNES, Karen Grude Kohts plass 3.0"
473,"STAVANGER, Rødknapplia 11.0"
474,"STAVANGER, Runeveien 4.0"
475,"STAVANGER, Ulsbergkroken 11.0"
476,"STAVANGER, Askjeveien 123.0"
477,"STAVANGER, Dalsetveien 67.0"
478,"SANDNES, Strondavika 26.0"
479,"STAVANGER, Ordfører Scheies gate 11.0"
480,"SANDNES, Næringsveien 10.0"
481,"SANDNES, Eventyrveien 12.0"
482,"STAVANGER, Revheimsberget 14.0"
483,"STAVANGER, Kindingstadvegen 15.0"
484,"STAVANGER, Dalsetveien 2.0"
485,"STAVANGER, Polarveien 3.0"
486,"STAVANGER, Porsatunet 88.0"
487,"STAVANGER, Vålandsbakken 18.0"
488,"STAVANGER, Solbakkeveien 6.0"
489,"STAVANGER, Dalsetveien 29.0"
490,"STAVANGER, Rosenli 15.0"
491,"SANDNES, Svilandveien 102.0"
492,"SANDNES, Maudalsgata 7.0"
493,"SANDNES, Rossalandtunet 15.0"
494,"SANDNES, Myrveien 38.0"
495,"SANDNES, Buggelandskogen 55.0"
496,"STAVANGER, Ytre Eiganesveien 19.0"
497,"STAVANGER, Vølstadveien 25.0"
498,"SANDNES, Gamle Stokkavei 20.0"
499,"SANDNES, Strondavika 15.0"
500,"STAVANGER, Vedeveien 44.0"
501,"STAVANGER, Berings gate 4.0"
502,"STAVANGER, Vågsmyrgata 59.0"
503,"STAVANGER, Lervigsveien 1.0"
504,"SANDNES, Budstikken 7.0"
505,"STAVANGER, Bandyveien 8.0"
506,"STAVANGER, Vårstien 45.0"
507,"STAVANGER, Kronpr. Marthas gate 14.0"
508,"SANDNES, Gandsgaten 9.0"
509,"STAVANGER, Boganesveien 3.0"
510,"STAVANGER, Mester Jochums vei 3.0"
511,"STAVANGER, Vedeveien 38.0"
512,"STAVANGER, Plutoveien 42.0"
513,"SANDNES, Parkveien 29.0"
514,"STAVANGER, Thiisabakken 9.0"
515,"SANDNES, Brekkemarkå 42.0"
516,"SANDNES, Klåvsteinane 50.0"
517,"STAVANGER, Madlaveien 304.0"
518,"STAVANGER, B. Christophersens gate 4.0"
519,"STAVANGER, Tiurveien 45.0"
520,"SANDNES, General Ruges vei 28.0"
521,"STAVANGER, Bjergøy Ring 384.0"
522,"SANDNES, Skarahødden 57.0"
523,"STAVANGER, Laberget 100.0"
524,"STAVANGER, Tastatunet 52.0"
525,"STAVANGER, Tjodolvs gate 40.0"
526,"SANDNES, Svilandveien 102.0"
527,"STAVANGER, Harriet Backers vei 28.0"
528,"SANDNES, Grevlingveien 23.0"
529,"SANDNES, Holavigbakken 2.0"
530,"STAVANGER, Veslemøyveien 24.0"
531,"STAVANGER, Sotes gate 3.0"
532,"SANDNES, Heigreveien 52.0"
533,"STAVANGER, Leif Dietrichsons gate 16.0"
534,"STAVANGER, Engøysnaget 15.0"
535,"STAVANGER, Dusavikveien 77.0"
536,"SANDNES, Eskemyrveien 34.0"
537,"STAVANGER, Revheimstien 22.0"
538,"STAVANGER, Store Skippergate 15.0"
539,"STAVANGER, Timoteiveien 14.0"
540,"STAVANGER, Holbergs gate 74.0"
541,"STAVANGER, Astraveien 20.0"
542,"STAVANGER, Rennebergstien 13.0"
543,"STAVANGER, Rektor Berntsens gate 11.0"
544,"STAVANGER, Bandyveien 20.0"
545,"STAVANGER, Johannes' gate 15.0"
546,"STAVANGER, Bjaalands gate 2.0"
547,"STAVANGER, Sandholmveien 2.0"
548,"SANDNES, Eskelandsveien 101.0"
549,"STAVANGER, Hillevågsveien 83.0"
550,"STAVANGER, Norvald Frafjords gate 3.0"
551,"SANDNES, Fartein Valens vei 17.0"
552,"SANDNES, Kaiveien 13.0"
553,"SANDNES, Sandvedhagen 1.0"
554,"STAVANGER, Lysefjordgata 12.0"
555,"STAVANGER, Markaholen 4.0"
556,"STAVANGER, Hillevågsveien 31.0"
557,"SANDNES, Bjønnbåsen 52.0"
558,"SANDNES, Sandvikbakken 36.0"
559,"STAVANGER, Håvasteinhagane 30.0"
560,"STAVANGER, Jernalderveien 57.0"
561,"STAVANGER, Hunstein 57.0"
562,"STAVANGER, Kyviks vei 6.0"
563,"SANDNES, Hagabakka 39.0"
564,"SANDNES, Ullandhauggata 14.0"
565,"SANDNES, Roald Amundsens gate 40.0"
566,"STAVANGER, Åmøyveien 348.0"
567,"STAVANGER, Dues vei 11.0"
568,"STAVANGER, Overlege Cappelens gate 35.0"
569,"STAVANGER, Bjørnøystraen 6.0"
570,"STAVANGER, Rødknapplia 6.0"
571,"STAVANGER, Rennebergstien 9.0"
572,"STAVANGER, Svaberget 10.0"
573,"STAVANGER, Tinngata 30.0"
574,"SANDNES, Solbakken 14.0"
575,"STAVANGER, Tjuvholmveien 50.0"
576,"STAVANGER, Øvre Strandgate 78.0"
577,"SANDNES, Eskemyrveien 44.0"
578,"STAVANGER, Isfuglveien 6.0"
579,"SANDNES, Følhusbakken 13.0"
580,"STAVANGER, Kvernevik Ring 49.0"
581,"STAVANGER, Niels Juels gate 33.0"
582,"STAVANGER, Madlastø 37.0"
583,"STAVANGER, Vassøyveien 7.0"
584,"SANDNES, Jadarveien 40.0"
585,"SANDNES, Skytebaneveien 5.0"
586,"STAVANGER, Hagatunet 48.0"
587,"SANDNES, Rossalandtunet 13.0"
588,"STAVANGER, Fridtjof Nansens vei 19.0"
589,"STAVANGER, Tjensvollveien 7.0"
590,"SANDNES, Monsamyrveien 2.0"
591,"SANDNES, Strandgata 90.0"
592,"SANDNES, Kubakken 23.0"
593,"STAVANGER, Cecilie Tvedts gate 12.0"
594,"SANDNES, Rubinveien 15.0"
595,"SANDNES, Flørliveien 18.0"
596,"STAVANGER, Byre 125.0"
597,"SANDNES, Rugdeveien 1.0"
598,"STAVANGER, Lervigbrygga 7.0"
599,"STAVANGER, Njordveien 24.0"
600,"STAVANGER, Pedersgata 19.0"
601,"SANDNES, Tusenfrydveien 25.0"
602,"SANDNES, Sigvat Skalds vei 58.0"
603,"STAVANGER, Svaneveien 38.0"
604,"STAVANGER, Østhustunet 18.0"
605,"SANDNES, Edvard Munchs gate 7.0"
606,"SANDNES, Draugveien 78.0"
607,"STAVANGER, Nådlandsberget 34.0"
